sample_id,text,source_wav_path,duration
metadata_SPK_04_000073,قاموا يفقدوني شهرين ثلاثة إذا ما يجزرتهم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000073.wav,3.641
metadata_SPK_17_001549,أشرف عليه بس لين صار ثمانتاش بعيني صار ثلاثين وبعيني أنت صرت كبير في السن,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001549.wav,4.752
metadata_SPK_01_001342,خلّيني أقول، اللي راحوا أمريكا و رجعوا، نفس النظام اللي ذكرت من قليل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001342.wav,4.472
metadata_SPK_04_001061,مشهدت إن فعلت أفعال أنا ما فعلتها حطيت يد يوريلي قلت أموت,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001061.wav,6.0
bahraini_sft_conversation_gen_single_speaker_cleaned_000452_response,الإقرار يعني إنج تصدّقين على معلومة وتوقعين إن اللي كتبتيه صحيح، ويتحمّل الشخص مسؤولية صحة البيانات. عشان جذي لازم تتأكدين من كل خانة قبل التوقيع.,,
metadata_SPK_04_002441,اتفهمين وضعي أنا كل ما أفكر أني بطلّق نوال,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002441.wav,6.0
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000262_assistant_01,مو دايم الجديد أوفر إذا مضبوط غلط. السخان كهربائي ولا غاز؟ وشكثر سعة اللتر؟,,
metadata_SPK_55_002311,أعطيك علم باعطيك علم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002311.wav,1.629
metadata_SPK_01_000984,الخالر يعني أنا ماعرفش أما وصلنا آه أنا مستمتع,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000984.wav,3.139
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000411_assistant_01,هذي مزعجة شوي بس ممكن تنحل. آخر مكان متأكد وقفت فيه، وهل عندك ريموت spare في البيت؟,,
metadata_SPK_03_001285,مشاهدة واحدة يعني صورة post واحد كان يوصل أكتر من,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001285.wav,5.73
metadata_SPK_17_000151,تحافظ على استدامة الشركة على جيل ورا جيل لأن كل جيل غير,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000151.wav,5.845
metadata_SPK_17_002233,ما يستحمل السوق من قوة ماعنده القوة الشرائية أن ياخد sponsor,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002233.wav,6.0
metadata_SPK_03_002232,مب يعني مشاركاته مب فعالية قوية يعني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_002232.wav,4.107
metadata_SPK_01_000139,هو شيء يمكن في بعض الناس تفتقد أن من يطلع من المدرسة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000139.wav,6.0
metadata_SPK_01_002482,طبعا حياتك تسلم تسلم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002482.wav,2.036
metadata_SPK_03_000640,عزيزي يعني خلق يعني قبل عزيزي,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000640.wav,2.283
metadata_SPK_55_000228,أنا لأ أختلف عنهم شوية من حيث الطريقة من حيث الموضوع هم يعني مثلا,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000228.wav,6.0
metadata_SPK_17_001220,يرخى فيديو الشركة أو يتداول، هالنوع.,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001220.wav,3.098
metadata_SPK_55_002534,يقولّي نسي أيه بالوسام؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002534.wav,3.04
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000316_assistant_01,هلا فيك. تمام، بنعطيك غرفة non-smoking وبنطلب من housekeeping يتجنبون المعطرات القوية. عندك حساسية من شي ثاني مثل الغبار أو ريش المخدة؟,,
metadata_SPK_04_001453,ومقابل إن هو يكون سبب لانتشارك,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001453.wav,4.107
metadata_SPK_03_002175,على خبر يعني في خلال تقريبًا شهر زدنا مليون,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_002175.wav,5.702
metadata_SPK_04_002804,الويئة والمر والألجم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002804.wav,2.239
metadata_SPK_17_002151,Okay فإذا في فرصة راح اتصل لك ركز راح اتصل لك,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002151.wav,3.971
metadata_SPK_55_002226,هقول حاجة المعالجين عرفلي الطاقة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002226.wav,3.319
metadata_SPK_01_000277,الشيء الثاني ده انت قابلك شيء الناس تتعانى عنه,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000277.wav,4.089
metadata_SPK_03_001612,أو بداية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001612.wav,1.587
metadata_SPK_17_000434,لأ بالعكس,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000434.wav,1.111
metadata_SPK_55_000299,الدعوة الصالحة يعني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000299.wav,1.305
metadata_SPK_03_001493,وسط من خلال السنوات,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001493.wav,1.747
metadata_SPK_01_002066,العمليات الجراحية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002066.wav,1.288
metadata_SPK_04_002073,من أول ما وقعت عقد الزواج كنت تعرفين,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002073.wav,3.733
metadata_SPK_04_001897,واللي يقول قعد مني ولي لازم أبوه يكون عند راس الطاولة كان شعور,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001897.wav,6.0
metadata_SPK_01_000499,احنا يعود السلوك إلى شبه الجزيرة العربية اللي هو نفتخر بعروبات نواصل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000499.wav,3.852
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000352_assistant_01,اي خل نشوفها سوا. شنو نص الكود بالضبط، والقسيمة من أي حملة/استبدال نقاط؟,,
metadata_SPK_04_000882,تحط في خاطرها معبّر Target وتنبطح تتوسّى للوسادة وهي في خاطرها,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000882.wav,6.0
metadata_SPK_01_000380,تخريج أنا الكبير,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000380.wav,1.118
metadata_SPK_04_002050,أخوك يا إلهام,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002050.wav,1.152
metadata_SPK_17_000822,هي نصج، هاي مسابقات ذهب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000822.wav,3.359
metadata_SPK_04_002722,من مشروع,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002722.wav,1.281
metadata_SPK_17_000170,محرنية سعودية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000170.wav,1.016
metadata_SPK_04_002746,الشعق بأو ما أجبتني دوكساب يطول اليوم أفكر فيها,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002746.wav,3.495
metadata_SPK_03_000351,ممكن فيها حال ال .. ال ..,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000351.wav,3.105
metadata_SPK_17_000863,والشركات اللي يدورون تمويل يحتاجون تمويل حق يوسعوا شركتهم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000863.wav,6.0
metadata_SPK_01_002939,تام خلّي الناس تعرف كم سعارهم مالكيني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002939.wav,3.427
metadata_SPK_01_000665,هل ما توصل لمرحلك تظلم نفسك، تظلم ذاتك من ناحية أنك تشتغل كثير؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000665.wav,6.0
metadata_SPK_55_000538,كما تعلم لما تقول أنا عندي صدع طيب صدع في وين مكانها؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000538.wav,6.0
bahraini_sft_conversation_gen_single_speaker_cleaned_001164_response,تقدر تعدّله من البروفايل إذا الحساب متوثق. إذا ما يسمح، بنحتاج تحقق بسيط عشان ننقل البيانات. قولي هل تقدر تدخل للحساب الحين ولا لا؟,,
metadata_SPK_17_000269,من الدعاية بس بعدين شون اللي بيخليهم يرجعون مرة ثانية هو جودة الأكل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000269.wav,6.0
metadata_SPK_04_002131,إن انت اكبر معانا أسجد ديونا,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002131.wav,3.641
metadata_SPK_03_000450,بنعمة الله سبحانه وتعالى إنه هيعطيك يوم وإن دا من هنا أقول الله يمدنا في الـ,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000450.wav,6.0
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000332_assistant_07,إي مو شرط، بس لازم تقرير يحدد المسؤولية وتكون المطالبة ماشية صح بين الشركتين.,,
metadata_SPK_01_002340,لكن عمليًا انت شون تقوم بالقضاء خيره وشره,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002340.wav,3.139
metadata_SPK_01_001910,السلك المصرفي,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001910.wav,1.254
metadata_SPK_04_000262,في حياتي ما ورد علي ولا سمعت ولا شفت نمونا مثل نمونا,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000262.wav,6.0
metadata_SPK_01_003265,هو يقول قضاء,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_003265.wav,0.983
metadata_SPK_04_000246,لاتعدون هذه اللهجة البحرينية مميزة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000246.wav,2.629
metadata_SPK_55_002539,نصحى من الجواز عشان السفارة الروسية تعطينى تأشيرك,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002539.wav,4.65
bahraini_sft_conversation_gen_cleaned_001282_response,اسألهم عن سجل المفقودات وخلهم ياخذون رقمك إذا ظهرت لاحقا. بعدين جرب تحط إعلان بالمكان/قروب الفعالية مع وصف عام، واحتفظ بالرقم التسلسلي إذا عندك عشان إثبات الملكية.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001296_response,سلمها لمكتب الشركة أو للسائق إذا كان موجود، لأنهم يعرفون إجراءات المفقودات. لا تستخدمها لأن الشحن يعتبر حق صاحبها.,,
metadata_SPK_55_000683,الدموية ضخ دم جديد وكساتين جديد الحجامة الدموية هي الحجامة النموية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000683.wav,6.0
metadata_SPK_01_003132,يعني أذكر المرأة اللي عندنا اليوم سفيرة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_003132.wav,3.105
metadata_SPK_01_003299,كل شخص يكون مسؤول عن تنظيف شيء,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_003299.wav,2.731
metadata_SPK_17_001017,معين في بالك، تبقى تواصل الله؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001017.wav,2.3
metadata_SPK_04_003219,مثل المرة وانا بتشيت من باتشي علامة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003219.wav,5.448
metadata_SPK_01_002237,وطلب المغفرة والعفو عن التخصير والذنب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002237.wav,4.185
metadata_SPK_01_002794,الأغاني الوطنية الأصيلة القديمة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002794.wav,3.964
metadata_SPK_04_003321,المساعدات الإنسانية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003321.wav,1.583
metadata_SPK_55_000394,فون يعني الشكل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000394.wav,0.932
metadata_SPK_03_000605,العالم كلها TA,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000605.wav,2.052
metadata_SPK_55_002162,انت .. انت قابلتني، كنت يعطني فلوس؟ لأ الحمد لله يا ربي، الحمد لله,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002162.wav,6.0
metadata_SPK_04_003560,و نكتة ثقيلة لا تنزرط ولا تنبلع,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003560.wav,4.429
metadata_SPK_17_001388,تحت عقلي على الموجود يعني شعور,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001388.wav,5.312
metadata_SPK_55_000408,طبعا شهرين احنا نخلي يسمعني، الواحد يسمعني، بيشوف اللي .. اللي هنا يتابعني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000408.wav,6.0
bahraini_sft_conversation_gen_cleaned_000931_response,إذا عندكم سخان مركزي أو مواسير تمر بمكان حار، ممكن يسخن الماي طبيعي خصوصا في الموسم الحار. بعد تأكد ما في خلط بصمام الخلاط. يصير بكل الحنفيات ولا بس وحدة؟,,
metadata_SPK_01_003241,و يشوف نفسه إنه يستحق الفوز و لازم إنه يفوز لكن للأسف لما تطلع النتائج,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_003241.wav,6.0
metadata_SPK_04_003107,على درب الحشمة والستار لازم بنبهها مثل ما قان انت بعد,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003107.wav,5.112
metadata_SPK_04_003687,طبق اللازانيا,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003687.wav,1.247
metadata_SPK_17_002798,عرفت أنه لأ مافي، مع أن ليه أمك؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002798.wav,2.986
metadata_SPK_04_001267,وخصوصًا بوجود مؤسسة دائمة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001267.wav,6.0
metadata_SPK_01_002607,شبهها يعني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002607.wav,0.949
metadata_SPK_04_002426,طلع منّا العيبة لأن هذه تربيتها ومو أن احنا خذيناها احنا متربين عليها,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002426.wav,6.0
metadata_SPK_04_003127,اللي قعدت أنا بقولّك الصج نوال,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003127.wav,2.069
metadata_SPK_17_000320,يابيني أطور، يابيني أنجح، ماحس أن ابو نبيل قاعد يسوي محتوى عشان يقول شوفوني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000320.wav,5.787
bahraini_sft_conversation_gen_cleaned_001233_response,من إعدادات التطبيق فعل إشعارات “النقاط والعروض”، وتأكد من صلاحيات الإشعارات من إعدادات الجهاز بعد. إذا عندك آيفون ولا أندرويد؟ عشان أعطيك الطريق الصح.,,
metadata_SPK_55_000525,الطبيبة لما قلت هذا الكلام أصرفت في وجهي,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000525.wav,3.037
metadata_SPK_04_002928,اللي عندك القدرة إن انت تقدر تواجه أشخاص مو بالظرورة تقدر تواجه,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002928.wav,6.0
metadata_SPK_03_001088,من خلال هذه اللقاءة افتح الباب للشباب اللي يود يشارك و يود يساعد,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001088.wav,6.0
metadata_SPK_01_002891,كثير من المنح محبّلك,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002891.wav,1.662
metadata_SPK_55_002716,بعدين في برامجهم اللي في الإدارة يعني بعدين ربع الساعة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002716.wav,3.512
metadata_SPK_04_000574,انتظرت الثلاثة أيام، اتقبل انتظارت الثلاثة أيام اللي اتقبلها، مافيحس خبر,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000574.wav,6.0
metadata_SPK_17_001938,بعد أيوة ب .. فرصة بجائزة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001938.wav,2.884
metadata_SPK_04_001388,ظمن دراستة هو تطوع,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001388.wav,2.511
metadata_SPK_03_001073,قصد سبعة و خمسين؟ اي سبعة و خمسين مرة كورية اكتر من بحرك يعني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001073.wav,6.0
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000316_assistant_03,اوكي، بنوفر لك hypoallergenic pillow حسب المتاح. خلنا ناخذ اسم الحجز عشان أثبت الطلبات.,,
metadata_SPK_17_001827,أثر سلبي علينا كلنا و على المجتمع ككل؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001827.wav,3.974
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000312_assistant_03,تمام لقيته. الدفع بيكون كامل الحين ولا عندك شركة دافعة؟,,
metadata_SPK_04_002553,سكاتنا اتخلط سميحة حيّنّا ورحّبنا بها وكفا ونأم بها,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002553.wav,6.0
metadata_SPK_01_002127,لأ نشوف البعض يتوجه لأفكار تانية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002127.wav,3.02
metadata_SPK_55_000823,السنوات مشت لسه الشهور والسنوات,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000823.wav,3.36
metadata_SPK_03_001627,نعطي دفعية للناس التواصل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001627.wav,2.888
metadata_SPK_03_000531,Good Morning ليش تصيح؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000531.wav,1.56
metadata_SPK_03_000568,اللي اتكرر عليها صار هنا عندك شسمة اللي هو ال power power training,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000568.wav,4.361
metadata_SPK_04_001249,في المراحل حتى الأولية، يعني إنتي لما .. لما ..,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001249.wav,6.0
metadata_SPK_01_001823,خبّنّي نعم إذا أنا مغلقان فهذه ثقة كبيرة من سيد أبو فيصل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001823.wav,6.0
bahraini_sft_conversation_gen_cleaned_000776_response,إذا الخزان فيه عوامة خربانة، بيقعد يعبي وما يوقف وذي ترفع الماي وايد. شيك داخل الخزان هل الماي قاعد ينزل من الفائض أو تسمع صوت تعبئة مستمر.,,
bahraini_sft_conversation_gen_cleaned_000340_response,لا تطلع من صالة الوصول، روح كاونتر المفقودات حق شركة المناولة وقدم بلاغ (PIR) مع تاغ الشنطة. عطهم رقمك وعنوانك، وغالبا يوصلونها لك إذا انوجدت.,,
metadata_SPK_17_003069,راح سوّل شركة ثانية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_003069.wav,1.73
metadata_SPK_01_000693,نستمر احنا كشباب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000693.wav,1.349
metadata_SPK_55_000155,لازم أخلّي أنا مدرسة خاصة، الله أعطاني العلم و لله الحمد و المنه,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000155.wav,6.0
bahraini_sft_conversation_gen_cleaned_000038_response,إن شاء الله. الخفقان صار لك من متى؟ ومعاه دوخة أو ألم بالصدر؟ عشان أحدد لك أقرب موعد.,,
metadata_SPK_01_000622,هذا كان مجال عملك في نفس مجال التخصص اللي انت تخرجت منه,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000622.wav,4.039
metadata_SPK_01_002980,شهد من ذلك,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002980.wav,0.881
metadata_SPK_17_002937,كانت تجربة لأن في وايد نص يقولون تحمل,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002937.wav,4.972
metadata_SPK_17_000599,الشخص اللي يعني,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000599.wav,1.034
