sample_id,text,source_wav_path,duration
jsonl_000021_response,اي موجود طبيبات. عطيني اليوم والوقت اللي يناسبك، وهل الزيارة فحص روتيني ولا متابعة حمل؟,,
jsonl_000022_response,السعر يعتمد على التخصص والطبيب وإذا في تأمين. قول لي التخصص، وتبي استشاري ولا أخصائي، وعندك تأمين ولا دفع خاص؟,,
jsonl_000023_response,اي يصير إذا الطبيب شاف إن الحالة تستدعي. بس لازم تنذكر بالزيارة نفسها، ونعطيك الشهادة من الاستقبال عقب ما تخلص.,,
jsonl_000024_response,ما عليه، عطيني اسم المريض ورقم الجوال وبطلع لك تفاصيل الموعد: اليوم والساعة والعيادة.,,
jsonl_000025_response,تمام، عندنا جلسات علاج طبيعي. شنو الحالة بشكل عام، وتبي مواعيد صباح ولا عصر، وعندك تحويل ولا زيارة خاصة؟,,
jsonl_000026_response,اي أشوف لج. قولي لي تفضّلين طبيب ولا طبيبة، وتبين الموعد خلال كم يوم تقريبًا؟,,
jsonl_000027_response,اي تقدر تبدّله. عطيني اسمك ورقم الملف أو رقم الجوال، وشنو الوقت اللي يناسبك بداله.,,
jsonl_000028_response,مرات نقدر نحجز تنظيف مباشرة، ومرات الطبيب يفضّل كشف سريع أول. قول لي متى آخر مرة سويت فحص، وعندك حساسية باللثة ولا لا؟,,
jsonl_000029_response,يفضل اي عشان ننبه الفريق. قول لي نوع الحساسية إذا تذكره، وبعدين الطبيب بيأكدها أثناء الزيارة.,,
jsonl_000030_response,تمام، نحجز لك عند البصريات/العيون حسب الخدمة. تبي فحص قياس نظر للنظارة بس، ولا فحص شامل للعين؟,,
jsonl_000031_response,بعض العيادات تطلب عربون خصوصًا الإجراءات. قول لي التخصص ونوع الموعد، وبقول لك إذا مطلوب وكيف طريقة الدفع.,,
jsonl_000032_response,إذا الطبيب تغيّب أو الجدول تغيّر، نقدر نعطيك أقرب موعد بديل أو نحولك لطبيب ثاني بنفس التخصص. عطيني اسمك وموعدك الأصلي عشان أرتب لك.,,
jsonl_000033_response,حسب نوع الأشعة؛ مرات تكون بنفس اليوم ومرات نجزئها. قول لي شنو الأشعة المطلوبة وهل عندك طلب من الدكتور؟,,
jsonl_000034_response,تمام، المتابعة تكون عند نفس الجراح غالبًا. عطيني اسم الطبيب وتاريخ العملية، وبطلع لك أقرب موعد مراجعة.,,
jsonl_000035_response,اي بعض العيادات تشتغل السبت وبعضها لا. شنو التخصص اللي تبيه عشان أتأكد لك من المواعيد المتاحة.,,
jsonl_000036_response,زين، أي عيادة تقصد؟ إذا عطيتني التخصص واسم المريض أطلع لك أول موعد متاح باچر.,,
jsonl_000037_response,إن شاء الله، نلقى لك أقرب شاغر. شنو أكثر شي مضايق: حرارة، ألم بطن، أو دوخة؟ عشان أوجهك للطبيب المناسب.,,
jsonl_000038_response,عادي، نقدر نبحث بالاسم ورقم الجوال أو الرقم المدني. عطيني الاسم الثلاثي ورقم تواصل وبشيّك.,,
jsonl_000039_response,ما عليه، تقدر تحجز بدون تفاصيل. بس قول لي التخصص والوقت اللي يناسبك، وبنثبت الموعد.,,
jsonl_000040_response,اي يصير إذا نفس التخصص متوفر في الفرع الثاني. قول لي أي فرع حجزت وأي فرع تبي، وبشوف لك نفس اليوم أو أقرب موعد.,,
jsonl_000041_response,اي ، إذا في شاغر بعد 6 نثبته. قولي لي التخصص وأي يوم يناسبج عشان أطلع لج الخيارات.,,
jsonl_000042_response,يفضل توصلين قبل الموعد بـ 10 إلى 15 دقيقة حق التسجيل والقياسات إذا مطلوبة. وإذا أول زيارة، خليها 20 دقيقة احتياط.,,
jsonl_000043_response,اوكي نرتبها إذا المختبر مفتوح وفي وقت قبل الدكتور. قول لي موعدك أي ساعة، وبنحاول نخلي التحليل قبله.,,
jsonl_000044_response,الصراحة يعتمد على الزحمة وحالات الطوارئ داخل العيادة. إذا تبيني أقلل الانتظار، عطيني اليوم اللي تبيه وبقول لك الأوقات اللي تكون أهدى.,,
jsonl_000045_response,تمام، تبي استشارة أول مرة ولا متابعة؟ وعندك هدف معين مثل نزول وزن أو سكر/كوليسترول؟,,
jsonl_000046_response,زين، أعطيك آخر المواعيد المتاحة بهاليوم أو يوم ثاني. عطيني التخصص واسم المريض وبطلع لك خيارات نهاية اليوم.,,
jsonl_000047_response,اي أكيد. عطيني الاسم ورقم الجوال، وأي أيام تقدر تحضر فيها حتى لو بشكل مفاجئ.,,
jsonl_000048_response,نحتاج بطاقة التطعيم/الدفتر إذا موجود، وبيانات الطفل. قول لي عمره وشنو التطعيم المطلوب عشان نحدد العيادة والموعد.,,
jsonl_000049_response,اي ، كل شي عندنا بسرية تامة. قولي لي تفضّلين أخصائي/استشاري، وشنو الوقت اللي يناسبج بدون تفاصيل إذا ما تبين.,,
jsonl_000050_response,تمام، عطيني رقم الحجز أو اسم المريض ونوع الرنين، وبشوف لك أقرب موعد جديد ونفس التعليمات المطلوبة قبل الفحص.,,
jsonl_000051_response,نقدر ننسق إذا متوفر مترجم أو موظف يساعد، حسب اللغة والوقت. شنو اللغة المطلوبة ومتى موعدك؟,,
jsonl_000052_response,زين، الفحص الشامل عادة يكون باقة تحاليل ومعاينة طبيب. تبي للرجال/النساء، ومع تأمين ولا خاص؟,,
jsonl_000053_response,تقدر تختار إذا جدول الدكتور فيه شاغر، وإذا ما في نعرض لك بدائل بنفس التخصص. عطيني اسم الدكتور والتاريخ اللي تبيه.,,
jsonl_000054_response,اي إذا تقدرين تعطيني الرقم المدني/CPR يكون أفضل للتأكد من الملف، وإذا ما تبين الحين نقدر نكمل بالاسم ورقم الجوال.,,
jsonl_000055_response,تمام، نثبت لك موعد بالتطعيم. تبي في أي يوم، وعندك حساسية من البيض أو أي لقاحات قبل؟,,
jsonl_000056_response,اوكي، عطيني اسم الدكتورة والتخصص، وبشيّك جدولها هالأسبوع وأعطيك الأيام المتاحة.,,
jsonl_000057_response,زين، نقدر نحولك لطبيب ثاني بنفس التخصص عشان يكون أقرب. قول لي التخصص واليوم اللي يناسبك وبطلع لك أقرب الخيارات.,,
jsonl_000058_response,يعتمد إذا نفس المشكلة ونفس الطبيب، بس غالبًا كل طفل له موعد عشان الوقت. قول لي أعمارهم وشنو المطلوب وبنرتب لك الأنسب.,,
jsonl_000059_response,تمام، نحدد لك موعد للتخطيط. عندك طلب من الطبيب ولا تبي تسويه كفحص؟,,
jsonl_000060_response,عادة من 10 إلى 20 دقيقة حسب التخصص، وبعض الحالات تاخذ أكثر. شنو العيادة اللي حاجز لها عشان أعطيك تقدير أدق؟,,
jsonl_000061_response,اي أكيد، نقدر نوفر كرسي متحرك إذا متوفر ونرتب دخول أسرع قدر الإمكان. قول لي وقت الموعد وأي فرع عشان نجهز لكم.,,
jsonl_000062_response,اوكي، عطيني التخصص واسم المريض، وبشوف إذا في شاغر بعد العصر اليوم أو أقرب وقت.,,
jsonl_000063_response,اي ، نخلي النظام يرسل SMS تذكير، وإذا تبين اتصال بعد نضيف ملاحظة. عطيني رقمج وتاكيد إن الرقم صحيح.,,
jsonl_000064_response,مرات رقم التتبع يتفعل عقب 24 ساعة من الشحن. جربي تفتحين صفحة التتبع من حسابج بالموقع، وإذا للحين ما يطلع شي عطيني رقم الطلب واسم شركة الشحن عشان أقولج شنو الخطوة الجاية.,,
jsonl_000065_response,اي ممكن إذا الطلب للحين بحالة تجهيز وما انشحن. عطيني رقم الطلب والعنوان الجديد، وبشيّك إذا نقدر نعدله أو لازم نلغي الطلب ونسوي واحد يديد.,,
jsonl_000066_response,مرات يصير حجز مبلغ (pre-auth) ويبين مثل خصم ثاني وبعدين ينفك خلال كم يوم. عطيني رقم الطلب وآخر 4 أرقام من البطاقة وتاريخ العملية عشان أتأكد لك إذا هو حجز مؤقت ولا خصم فعلي.,,
jsonl_000067_response,آسف على اللي صار. صوّر الكرتون والمنتج من أكثر من زاوية وخلي رقم الطلب، وبعدها نرفع طلب استبدال أو استرجاع حسب تفضيلك.,,
jsonl_000068_response,اوكي يصير إذا المنتج بحالته وما انفتح/ما انلبس وعليه التاق. عطيني رقم الطلب والمقاس الحالي والمقاس اللي تبيه، وبقول لك إذا متوفر وشنو خطوات الإرجاع.,,
jsonl_000069_response,تمام إذا للحين ما انشحن نقدر نلغي على طول. عطيني رقم الطلب وبأكد لك الإلغاء ووقت رجعة المبلغ إذا الدفع إلكتروني.,,
jsonl_000070_response,مرات تتأخر شركة الشحن بسبب ضغط أو فرز بالمستودع. عطيني رقم التتبع واسم المدينة، وبشيّك آخر تحديث وأقول لك شنو المتوقع الحين.,,
jsonl_000071_response,اوكي. عطيني رقم الطلب واسم الشركة والرقم الضريبي إذا موجود، وبأطلع لك الفاتورة بصيغة PDF.,,
jsonl_000072_response,ممكن الكود منتهي أو ما ينطبق على منتجات معينة أو حد أدنى للطلب. اكتب لي الكود وشصار لك بالضبط بالرسالة اللي طلعت، وبشيّك لك الشروط.,,
jsonl_000073_response,إذا الطلب للحين بالتجهيز مرات نقدر نضيف ونرسل لك رابط دفع للفرق. عطيني رقم الطلب وشنو المنتج اللي تبي تضيفه والكمية.,,
jsonl_000074_response,زين فهمت. شيّكي أول شي إذا الطلب مقسّم على أكثر من شحنة، مرات توصل قطع على دفعات. عطيني رقم الطلب وصورة محتويات الكرتون، وبنتابعها لك.,,
jsonl_000075_response,يعتمد على نوع المنتج وسياسة الإرجاع له. عطيني اسم المنتج أو الرابط ورقم الطلب، وبقول لك إذا ينقبل الإرجاع بعد الفتح ولا بس استبدال/ضمان.,,
jsonl_000076_response,مرات الإضاءة بالتصوير تختلف بس إذا الفرق واضح نقدر نساعدك بإرجاع. عطيني رقم الطلب وصورة للمنتج تحت إضاءة طبيعية، وبشوف شنو أفضل حل.,,
jsonl_000077_response,اوكي تقدرين. نسوي طلب إرجاع، وتنسقين استلام الشحنة أو تسلمينها حسب المتاح، وبعد ما توصلنا/تتأكد الحالة يبدأ رد المبلغ لنفس طريقة الدفع.,,
jsonl_000078_response,عطني رقم التتبع واسم شركة الشحن، وبقول لك آخر تحديث ومتى المتوقع التوصيل.,,
jsonl_000079_response,روّح/روحي للطلبات بحسابك، اختاري الطلب وبعدين (إرجاع/استبدال) وحددي السبب والقطع. إذا ما طلع لك الخيار، عطيني رقم الطلب وبساعدك يدوي.,,
jsonl_000080_response,اي عندنا خيار gift wrap لبعض المنتجات. عطيني رقم الطلب وشنو القطع، وبقول لك إذا متاح ونضيفه قبل الشحن إذا الوقت يسمح.,,
jsonl_000081_response,عادة شركة الشحن تسوي محاولة ثانية أو تتواصل لتحديد وقت. عطيني رقم التتبع، وبأشوف إذا يمدينا نثبت موعد مناسب أو نغيّر نقطة الاستلام.,,
jsonl_000082_response,هذي تحتاج متابعة سريعة. عطيني رقم التتبع والعنوان المختصر، وبنفتح بلاغ مع شركة الشحن ونسألك إذا في أحد بالبيت يمكن استلم بالخطأ.,,
jsonl_000083_response,مرات يصير الطلب ينحجز بدون دفع نهائي، أو يصير تأكيد من بوابة الدفع متأخر. عطيني رقم الطلب ووقت المحاولة، وبأتأكد لك إذا مدفوع ولا يحتاج إعادة دفع.,,
jsonl_000084_response,بالعادة كل طلب له عنوان واحد. الحل إنك تسوين طلبين منفصلين أو نقسم الطلب إذا النظام يسمح. عطيني شنو القطع والعنوانين وبقول لك أفضل طريقة.,,
jsonl_000085_response,عادة الإرجاع يكون خلال مدة محددة من الاستلام بشرط المنتج بحالته ومعاه التغليف/التاق، وفي استثناءات لبعض الفئات. إذا تقول لي نوع المنتج، أقول لك الشروط الدقيقة له.,,
jsonl_000086_response,إذا الطلب للحين ما انشحن، نقدر نعدلها حسب المتاح. عطيني رقم الطلب وبأرسل لك خيار الدفع بالبطاقة إذا النظام يسمح.,,
jsonl_000087_response,سعر الشحن يتأثر بالوزن والحجم والمنطقة وطريقة التوصيل. إذا تعطيني المدينة وشنو المنتجات تقريباً، أشرح لك ليش طالع بهالمبلغ وإذا في خيار أرخص.,,
jsonl_000088_response,إذا المنتج ضمن فترة الإرجاع وبحالته، اي غالباً تقدر. عطيني رقم الطلب وسبب الإرجاع اللي تفضله، وبأقول لك الخطوات وهل في رسوم شحن راجعة.,,
jsonl_000089_response,صوّر الخدش وصوّر الكرتون بعد، وخل رقم الطلب. بنشوف إذا ينفع تعويض جزئي، أو استبدال، أو استرجاع كامل حسب الحالة.,,
jsonl_000090_response,نقدر نستبدله بلون ثاني أو نرجع المبلغ إذا ما يناسبك. عطيني رقم الطلب والخيارات اللي تناسبك، وبأشيّك المخزون.,,
jsonl_000091_response,اكتب المنطقة، الشارع، رقم البيت/الشقة، الطابق (إذا في)، ورقم تلفون للتواصل. إذا تقول لي شنو نوع السكن (بيت/شقة) أرتب لك صيغة عنوان واضحة.,,
jsonl_000092_response,يعتمد على منطقتك وتوفر الخدمة. عطيني المدينة والفرع اللي تبيه (إذا عندك)، وبقول لك إذا نقدر نحولها لاستلام من المتجر.,,
jsonl_000093_response,غالباً الضمان يتفعل بالفاتورة ورقم السيريال إذا موجود. عطيني رقم الطلب واسم المنتج، وبأوضح لك شنو المطلوب بالضبط ومدة الضمان.,,
jsonl_000094_response,شيّك مجلد spam وجرب تبحث بكلمة (Order) أو اسم المتجر. إذا تذكر رقم تلفونك أو الإيميل اللي سجلت فيه، اقدر أساعدك تطلع الطلب.,,
jsonl_000095_response,مرات يصير تأخير بتحديث النظام. عطيني رقم الطلب، وبأراجع حالة الشحنة من المستودع ونعطيك المعلومة الأكيدة.,,
jsonl_000096_response,اي إذا عندك حساب، تقدر تختار (إعادة الطلب) من سجل الطلبات إذا متاح. عطيني رقم الطلب القديم وبقول لك شنو القطع ونرتبها لك.,,
jsonl_000097_response,اي إذا ضمن فترة الاستبدال/الضمان. عطيني رقم الطلب ووصف سريع للمشكلة، وإذا تقدر صوّر فيديو قصير يوضح العطل عشان نمشي الطلب أسرع.,,
jsonl_000098_response,إذا المنتج من موزع معتمد، يكون معاه باركود/سيريال وفاتورة رسمية. عطيني اسم المنتج ورقم الطلب، وبأقول لك شنو علامات التحقق الخاصة فيه.,,
jsonl_000099_response,عطيه أقرب معلم واضح، رقم البيت/الشقة، ورقم شارع إذا تعرفه، واسم المنطقة. وإذا تبي، اكتب لي العنوان اللي عندك وبرتبه لك بصيغة واضحة ترسله له.,,
jsonl_000100_response,اوكي تقدر ترجع قطعة معينة وتخلي الباقي. عطيني رقم الطلب واسم القطعة/رقمها بالطلب، وبنسوي طلب إرجاع جزئي.,,
jsonl_000101_response,ممكن العرض ينطبق بعدد محدد أو ينحسب بالكاشير تلقائي إذا اكتمل الشرط. عطيني سكرينشوت من السلة ورقم الطلب (إذا تم)، وبأشيّك لك.,,
jsonl_000102_response,عادة يتفعل تلقائي على حسابك وقت الدفع. عطيني الإيميل المسجل ورقم أول طلب تبغي تطبق عليه، وبأتأكد لك إذا الاشتراك شغال.,,
jsonl_000103_response,اي إذا الطلب للحين ما انشحن أو حتى قبل التوصيل نقدر نحدثه للمندوب. عطيني رقم الطلب والرقم الجديد وبأسويه لك.,,
jsonl_000104_response,بعض المناطق أو فئات المنتجات ما ندعم لها كاش بسبب سياسة الشحن أو قيمة الطلب. إذا تقول لي منطقتك ونوع الطلب، أشوف لك إذا يتوفر خيار بديل مثل تحويل/بطاقة عند الاستلام.,,
jsonl_000105_response,إذا الشحنة طلعت مع المندوب، التعديل يعتمد على شركة الشحن. عطيني رقم التتبع والعنوانين، وبحاول أثبت العنوان الجديد أو ننسق محاولة ثانية.,,
jsonl_000106_response,هذا خطأ شحن واضح. صوّر المنتج اللي وصلج مع ملصق الشحنة، وعطيني رقم الطلب، وبنرتب استلام الغلط وإرسال الصحيح بأسرع وقت.,,
jsonl_000107_response,اي مرات إذا من مستودعات مختلفة أو أحجام مختلفة. إذا تعطيني رقم الطلب، أقول لك هل الطلب مقسّم وكم تتبع فيه.,,
jsonl_000108_response,بعض المنتجات لازم التغليف الأصلي، وبعضها نقبلها إذا المنتج سليم ومعاه كل الملحقات. عطيني نوع المنتج ورقم الطلب، وبأكد لك إذا ينقبل بدون كرتون.,,
jsonl_000109_response,يعتمد على سياسة مطابقة السعر عندنا ومدة السماح. عطيني رقم الطلب والسعر الحالي اللي شفته، وبأشيّك إذا يطلع لك فرق سعر أو كود.,,
jsonl_000110_response,إذا للحين بالتجهيز نقدر نبدل اللون لو متوفر بنفس السعر. عطيني رقم الطلب واللون الحالي واللون اللي تبيه.,,
jsonl_000111_response,عادة يرجع بعد ما يوصلنا المنتج وينقبل الإرجاع، وبعدين البنك ياخذ له كم يوم عمل حسب البطاقة. إذا تقول لي طريقة الدفع، أعطيك المدة الأقرب.,,
jsonl_000112_response,إذا ما تعدت مدة الإرجاع من تاريخ الاستلام، اي ينقبل بشرط التغليف سليم. عطيني رقم الطلب وتاريخ الاستلام وبأكد لك.,,
jsonl_000113_response,شوف دليل المقاسات للمنتج وقارن بقياساتك مو بس المقاس المعتاد. إذا تقول لي العلامة ونوع القطعة وطول/وزن تقريبي، أساعدك تختار أقرب مقاس.,,
jsonl_000114_response,خلني أشيّك على حالة طلب الإرجاع. عطيني رقم طلب الإرجاع أو رقم الطلب الأساسي، وبأقول لك وين واقف: استلام، فحص، ولا رد مبلغ.,,
jsonl_000115_response,حسب جدول شركة الشحن، بس نحاول نضيف ملاحظة للمندوب أو نطلب إعادة جدولة. عطيني رقم التتبع والمنطقة، وبنشوف الخيارات المتاحة.,,
jsonl_000116_response,اوكي نعدله إذا الطلب للحين ما انشحن، وإذا انشحن نبلغ شركة الشحن بالتحديث. عطيني رقم الطلب والبوكس الصحيح والعنوان الكامل.,,
jsonl_000117_response,اي إذا الشحن متاح للبحرين يعتمد على نوع المنتج وبعض القيود. عطيني المدينة داخل البحرين ونوع المنتجات، وبأكد لك مدة التوصيل والتكلفة.,,
jsonl_000118_response,مرات يحتاجون مستندات أو دفع رسوم حسب نوع السلعة. عطيني رقم التتبع واسم شركة الشحن وشنو الرسالة اللي وصلتك، وبأقول لك شنو المطلوب عادة.,,
jsonl_000119_response,بالعادة النظام ما يدعم تقسيم على بطاقتين بنفس الطلب. تقدر تستخدم بطاقة مع كوبون/رصيد متجر إذا متوفر. عطيني طريقة الدفع اللي تبيها وبأقترح لك الحل الأقرب.,,
jsonl_000120_response,يصير للأسف إذا ما قدروا يوصلون أو صار خطأ بالنظام. عطيني رقم التتبع ورقم تلفون التواصل اللي بالطلب، وبنطلب منهم إعادة المحاولة ونتأكد بياناتك صحيحة.,,
jsonl_000121_response,يعتمد إذا الإرجاع بسبب خطأ منا/تالف يكون غالباً بدون رسوم، وإذا تغيير رأي ممكن تكون فيه رسوم. عطيني سبب الإرجاع ورقم الطلب وبوضح لك شنو اللي ينطبق.,,
jsonl_000122_response,اوكي نقدر نسوي استبدال/إرجاع ثم طلب جديد، أو نبدل إذا النظام يسمح وندفع الفرق. عطيني رقم الطلب والمنتج البديل اللي تبيه عشان أرتب لك الطريقة الأسهل.,,
jsonl_000123_response,الإلغاء يرجع المبلغ حسب بوابة الدفع والبنك، عادة خلال أيام عمل. عطيني رقم الطلب وتاريخ الإلغاء وطريقة الدفع، وبأتابع لك إذا في رقم مرجع للرد.,,
jsonl_000124_response,العطور غالباً عليها استثناءات بسبب السلامة، خصوصاً إذا انفتحت. عطيني هل العطر مختوم ولا لا ورقم الطلب، وبأكد لك إذا ينقبل الإرجاع أو بس استبدال بحالة معينة.,,
jsonl_000125_response,اكتب رقم الطلب ومشكلتك هني وبنرتبها لك مباشرة. وإذا تفضل متابعة أسرع، عطني وقت مناسب للتواصل ووسيلة التواصل المتاحة بحسابك.,,
jsonl_000127_response,زين، جرّب طفي الراوتر 30 ثانية وشغّله. إذا اللمبة شغالة بس ماكو اتصال، شيّك اسم الشبكة وكلمة المرور، وبعد جرّب تنسى الشبكة من التلفون وتعيد الاتصال.,,
jsonl_000128_response,إذا عندك ONT للفايبر، شبّك الراوتر الجديد بكيبل LAN من الـONT للـWAN. بعدين ضبط نوع الاتصال حسب مزوّدك (غالباً PPPoE) وادخل اليوزر والباسورد إذا مطلوبين.,,
jsonl_000129_response,مرات تصير من DNS أو من كاش التطبيق. جرّب تغيّر DNS إلى 1.1.1.1 أو 8.8.8.8، وبعدها طفي/شغل الجهاز، وإذا على تلفون جرّب تطفي الـVPN إذا شغال.,,
jsonl_000130_response,يسخن شوي طبيعي، بس إذا حار بشكل مزعج ممكن مكانه مو مهوّى أو عليه حمل عالي. خله بمكان مفتوح مو داخل درج، وتأكد ما في غبار على فتحات التهوية.,,
jsonl_000131_response,هذا يعتمد على باقتك لأن بعض الباقات تكون Download أعلى من Upload. إذا الرفع نازل بشكل مفاجئ، جرّب قياس بسلك وتأكد ما في جهاز يسوي Backup أو رفع ملفات بالخلفية.,,
jsonl_000132_response,إذا بيتك أكثر من غرفة/دور، الـMesh عادة يعطي تغطية أرتب وبأقل تقطّع. المقوي ينفع بس لازم تحطه بنص المسافة، وإذا الإشارة أساساً ضعيفة بيعيد ضعف.,,
jsonl_000133_response,شيّك لمبات الراوتر وقت الفصل: إذا تنطفي لمبة الإنترنت أو LOS بالفايبر، المشكلة من الخط. إذا بس الواي فاي يفصل، جرّب تغير القناة وتحدث Firmware للراوتر.,,
jsonl_000134_response,LOS الحمره تعني انقطاع إشارة الفايبر. تأكد الكيبل ما هو معوّج أو مفصول من الـONT، وإذا كل شي ثابت غالباً يحتاج فني لأن الانقطاع من الخط الخارجي.,,
jsonl_000136_response,ادخل إعدادات الراوتر من المتصفح على عنوانه الداخلي، وبعدها Wireless Settings. غيّر SSID والباسورد وخله WPA2/WPA3، وبعدها أعد اتصال الأجهزة بالشبكة الجديدة.,,
jsonl_000137_response,هذا يعني الواي فاي شغال بس الخط مو واصل إنترنت. جرّب ريستارت للـONT والراوتر، وإذا ما نفع شيّك هل عندك مشكلة عامة بالمنطقة أو الفاتورة/الخدمة موقفه.,,
jsonl_000138_response,السرعة مو كل شي، البنق يتأثر بالازدحام والواي فاي. جرّب تلعب بسلك Ethernet إذا تقدر، وطفي تحميلات/تحديثات الأجهزة الثانية وقت اللعب.,,
jsonl_000139_response,من إعدادات الراوتر روح NAT/Port Forwarding وحط IP ثابت للجهاز أول شي. بعدها افتح البورتات المطلوبة للسوني حسب نوع NAT، وتأكد UPnP شغال إذا تبي حل أسرع.,,
jsonl_000140_response,جرّب تفعل UPnP بالراوتر أول. إذا ما ضبط، سو Port Forwarding للسوني وخلي الجهاز على IP ثابت، وبعدها ريستارت للراوتر والجهاز.,,
jsonl_000141_response,تقدر تطفي Broadcast للـSSID من إعدادات الوايرلس. بس تذكر بعدين الأجهزة لازم تدخل الاسم يدوي، ومو معناته حماية قوية؛ الأهم باسورد قوي وتشفير WPA2/WPA3.,,
jsonl_000142_response,ادخل صفحة الراوتر وشوف قائمة الأجهزة المتصلة (Clients/Connected Devices). إذا في جهاز غريب، غيّر الباسورد فوراً وفعّل WPA2/WPA3، وتقدر تسوي Block للـMAC.,,
jsonl_000143_response,لأن السرعة المعلنة عادة على الخط، والواي فاي يتأثر بالمسافة والتداخل ونوع الجهاز. جرّب قياس بسلك عشان تتأكد من سرعة الخط، وبعدها حسّن الواي فاي بتغيير القناة أو استخدام 5GHz.,,
jsonl_000144_response,يمكن الراوتر مطفي 5GHz أو مسميه نفس اسم 2.4GHz. ادخل إعدادات الوايرلس وتأكد 5GHz Enabled، وإذا تبي افصل الأسماء عشان تعرف أي شبكة تستخدم.,,
jsonl_000145_response,إي ممكن، لأن المايكرويف يسبب تداخل على 2.4GHz. جرّب تستخدم 5GHz، أو غيّر قناة 2.4GHz وخلي الراوتر بعيد عن المطبخ.,,
jsonl_000146_response,دور على Wi‑Fi 6 على الأقل، ودعم Dual-Band ويفضل Tri-Band إذا بيت كبير. بعد مهم يكون فيه منافذ Gigabit، وتحديثات أمنية تنزل له.,,
jsonl_000148_response,اي، سوي اختبار واضح: قياس سرعة بسلك، وصوّر لمبات الراوتر وقت المشكلة، وجرب جهاز ثاني. هالأشياء تفرق لما ترفع بلاغ لأن تحدد هل المشكلة واي فاي ولا خط.,,
jsonl_000149_response,التلفزيون مرات يكون حساس للواي فاي أو بعيد. جرّب توصله على 5GHz إذا يدعم، أو شبكه بسلك، وتأكد ما في تحديثات تحميل شغالة وقت المشاهدة.,,
