sample_id,text,source_wav_path,duration
bahraini_sft_conversation_gen_cleaned_000574_response,نقدر نسويها، عادة تنكتب المسمى الوظيفي، تاريخ المباشرة، والراتب الأساسي والإجمالي إذا تبغي. البنك طلبها بالعربي ولا بالإنجليزي؟,,
bahraini_sft_conversation_gen_cleaned_001323_response,بلغ الشرطة عشان يكون عندك محضر فقد، وبعدين تواصل مع الجهات اللي طلعت الشواهد عشان يطلعون بدل فاقد. لا تنسى تسأل المفقودات في الأماكن اللي مريت عليها آخر يوم.,,
bahraini_sft_conversation_gen_cleaned_000891_response,عادة يحتاجون إثبات سكن (عقد إيجار/ملكية)، البطاقة، ورقم الحساب/العداد. وإذا في متأخرات لازم تنعرف منو بيغطيها قبل النقل. البيت شقة ولا بيت، والعداد منفصل حقكم؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001218_response,ممكن نسوي استشارة أونلاين إذا الموضوع تقييم أولي أو متابعة بسيطة. شنو المشكلة بالضبط عشان نتأكد إذا تنفع أونلاين؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000838_response,بعض الكليات عندهم نظام مواعيد أونلاين، وبعضهم بالإيميل. ادخل صفحة القسم وشوف ساعات المكتب، وإذا ما حصلت شي ابعث له إيميل بعنوان واضح ووقت مناسب.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000303_assistant_03,تم الأربعاء 2. ممكن ترسلون لي أجندة سريعة: مقابلة عامة ولا فيها case؟,,
bahraini_sft_conversation_gen_cleaned_000023_response,حياك، بس صور التحويل أو عطيني تفاصيله (التخصص واسم الطبيب إن وجد). وبعدين نحدد لك أقرب وقت.,,
bahraini_sft_conversation_gen_cleaned_000163_response,أفهمك. بعض المنتجات تقدر تنرجع بدون العلبة إذا كانت بحالة ممتازة، وبعضها لا. قولي شنوع المنتج ورقم الطلب، وبأعطيك قرار واضح.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000275_assistant_03,زين، مرات السيستم يتأخر يحدّث الـprerequisite خصوصًا بعد الصيفي. الحل: ارفع تكت للتسجيل أو مرّ عليهم ويضيفون Override. خلك مجهز سكرينشوت من كشف الدرجات عشان ينجزونها بسرعة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000879_response,قارن رقم القراءة بالفاتورة مع رقم العداد بنفسك. إذا في فرق واضح، صور العداد وخلي الصورة تبين الرقم بوضوح مع تاريخها. عقبها قدّم بلاغ مراجعة قراءة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001296_response,سلمها لمكتب الشركة أو للسائق إذا كان موجود، لأنهم يعرفون إجراءات المفقودات. لا تستخدمها لأن الشحن يعتبر حق صاحبها.,,
bahraini_sft_conversation_gen_cleaned_000901_response,قول لهم المنطقة والشارع وأقرب معلم، وهل التسريب قوي ولا خفيف، وإذا مأثر على المرور أو داخل بيوت. إذا تقدر صور الفيديو يساعدهم. تبيني أرتب لك صيغة بلاغ جاهزة؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000160_assistant_01,عادة في أولوية بالصفوف لبعض الشركات، وتقدرين تمرين بعربة الطفل لين بوابة الطيارة وبعدين يسوون لها gate tag. وفي غرف تبديل ومناطق عائلية. عندج stroller ولا بس car seat؟,,
bahraini_sft_conversation_gen_cleaned_000511_response,عدل الرقم بأسرع وقت من المتجر إذا يمديك، وبنفس الوقت كلم شركة الشحن على رقم التتبع واطلب تحديث بيانات المستلم. عطيني اسم الشركة وبقول لك شنو أسرع طريقة عندهم.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000129_assistant_05,اي هذي السبب غالبًا. جرّب تضيف قطعة بدون خصم أو نبدّل لك القطعة بغير المخفضة إذا تبي تستفيد من 20%.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000079_response,روّح/روحي للطلبات بحسابك، اختاري الطلب وبعدين (إرجاع/استبدال) وحددي السبب والقطع. إذا ما طلع لك الخيار، عطيني رقم الطلب وبساعدك يدوي.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000009_assistant_01,اي اكيد. تبي الموعد قريب، ولا عندك يوم محدد؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001233_response,اي نقدر نحطك على لستة انتظار، وإذا فتح موعد بنبلغك. شنو الأيام اللي تقدر تحضر فيها بسرعة إذا صار في مكان؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000331_response,اتبع اللوحات اللي مكتوب عليها Departures/Passport Control، عادةً تكون بعد منطقة الـ check-in مباشرة. إذا ما مشى، أقرب مكتب معلومات بيدلك خلال ثواني.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000516_response,اي. اكتبي وقائع بدون انفعال: الأشهر المتأخرة، تاريخ الاستحقاق، وأثرها عليك، واطلبي جدول زمني واضح للحل. وارفقي أي إثبات مثل كشف حساب. تبينها رسالة داخلية ولا إيميل للجهة الأعلى؟,,
bahraini_sft_conversation_gen_cleaned_000814_response,اوكي خلها مختصرة: جهز رقم الحساب، مبلغ الفاتورة الحالية والسابقة، وصورة قراءة العداد. قل لهم الاستهلاك قفز فجأة وتبي مراجعة للقراءة والفترة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000253_assistant_03,هذا يصير مع تغيّر الجو والمكيفات، أو إذا قراءة شهر كانت تقديرية والثاني تسوية. شيّك نوع القراءة للشهرين، وبعدها قارن عدد الأيام بالفاتورة لأن مرات شهر أطول.,,
bahraini_sft_conversation_gen_cleaned_000481_response,بعض الجهات تفرق بين الأصل والنسخة، فالأزرق يبين إنه توقيع أصلي. إذا عندك قلم أزرق وقع من جديد بالمكان الصحيح، وإذا لا اطلب قلم من الاستقبال.,,
bahraini_sft_conversation_gen_cleaned_000323_response,عادة السوائل فوق 100 مل ما تدخل من التفتيش للرحلات الدولية. خذ قارورة فاضية وعبها بعد التفتيش من المحطات إذا موجودة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000294_response,"خليها نقاط: ""بدون بصل/الصوص على جنب/الحرارة mild"". وابتعد عن كلام طويل عشان ما يضيع بينهم.",,
bahraini_sft_conversation_gen_single_speaker_cleaned_000937_response,عادة بين 9:30 و12 يكون أحسن شي، أو بعد 1:30 لين 3:30. خلك سريع، قول بس أبي أكد الموعد والمكان واسم اللي بقابلهم.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000066_assistant_01,يعتمد: إذا التحويل صار منفّذ ووصل حسابه، ما ينرجع تلقائياً. التحويل كان لحساب بنفس البنك ولا بنك ثاني؟,,
bahraini_sft_conversation_gen_cleaned_000937_response,بلغ الصيانة ووضح الموقع بالضبط وهل الغطاء مكسور أو الأسلاك مبينة. إلى ما ييون، حاول تبعد أي ماي عن المكان ولا تلمس العداد. إذا تقدر خذ صورة تبين الحالة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000392_response,رسالة البنك تساعد تثبت الدفع بس مو دايم تكفي للرجوع. الأفضل الفاتورة أو رقم العملية من النظام. إذا تذكر تاريخ الشراء والوقت تقريباً، نقدر نحاول نطلعها من السستم.,,
bahraini_sft_conversation_gen_cleaned_001076_response,غالبا: رخصة، ملكية السيارة، صورة من الوثيقة، تقرير الحادث/البلاغ، صور الأضرار، وبيانات حسابك إذا فيه تعويض نقدي. إذا الطرف الثاني موجود ممكن يطلبون بياناته بعد.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000383_response,اي عندنا gift wrap، وفي أكثر من لون ورق وربطات. تبين تغليف بسيط ولا مع كرت معايدة؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000363_assistant_03,زين المفروض ينخصم نص النقاط تقريبًا إذا كل شي محسوب بنفس النسبة. تقدرين ترسلين رقم الفاتورة أو تاريخها عشان أراجع الحركة بالضبط؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000017_assistant_01,اوكي، نقدر نطلع لك تقرير زيارة إذا كان موجود بالنظام. شنو اسمك وتاريخ الزيارة تقريباً؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000833_response,بعد القبول عادة تسوي تثبيت مقعد، تسلم المستندات، وتاخذ رقم جامعي ثم تسجل المواد. شيّك الإيميل الجامعي لأن كل الخطوات تنرسل عليه.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001103_response,مو مفضل، لأنهم ممكن يقولون ما قدرنا نعاين الضرر. الأفضل تنتظر المعاينة والموافقة قبل التصليح. إذا مضطر، على الأقل خذ صور واضحة وفاتورة مفصلة وتواصل معهم قبل لا تبتدي.,,
bahraini_sft_conversation_gen_cleaned_001127_response,عشان يتأكدون من سبب الضرر وحدوده قبل لا يتغير الوضع في الورشة. المعاينة تحميك وتحميهم، وبعدها تصدر الموافقة على الإصلاح.,,
bahraini_sft_conversation_gen_cleaned_000949_response,مضبوط، نقدر نخليها أونلاين. شنو البرنامج اللي تفضله (Teams ولا Zoom)، وتأكد لي الإيميل عشان أرسل لك الرابط؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000517_response,اي. اكتب: 'أطلب إجازة اضطرارية ليوم (التاريخ) بسبب ظرف عائلي طارئ، وبكون متاح للتواصل للضروري، وتم إبلاغ الفريق/تسليم المهام.' إذا تبي، عطني اسم مديرك وبسويها ألطف.,,
bahraini_sft_conversation_gen_cleaned_001180_response,سلامتها. أكيد نعطيها أولوية قد ما نقدر. شنو المشكلة الأساسية؟ ألم، طقم، ولا لثة؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000408_assistant_03,زين، كلمي مسؤولة الصالة أو المنسقة بهدوء واطلبي يساعدونج يدورون بالمكانين. وخليج توصفين السوار: لونه/هل فيه حجر/قفل مميز، عشان لو أحد سلّمه يعرفونه.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000287_response,اختار بروتين مشوي، سلطات مع صوص على جنب، وشوربات خفيفة. وقلل المقليات والرز الكبير، وخذ مياه او دايت مشروب إذا تحتاج.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000378_assistant_05,زين، الخميس عندنا 5:00 أو 7:30. اختار اللي يناسبك.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000525_response,صوّر payslip وحدد بند الخصم وقيمته، وبعدها راسل الـ payroll/HR تسأل عن سبب الخصم وهل هو مرة وحدة ولا متكرر. إذا عندك سلفة أو غياب ممكن يبين السبب، بس لازم توضيح رسمي.,,
bahraini_sft_conversation_gen_cleaned_000993_response,ممكن. عطني اسمك والإيميل، وبشيك حالة طلبك. إذا تم ترشيحك، نعطيك أقرب موعد متاح.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000869_response,شيّك إذا البطاقة/الحساب منتهي أو عليه هولد مكتبة. إذا كل شي سليم، جرب تحدث التطبيق أو خله يطلعون لك QR جديد من الكاونتر.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000677_response,اي تقدر إذا حدثت الآيبان في بيانات المنشأة وقدمت إثبات حساب جديد. بس سوّ التحديث قبل موعد الصرف عشان ما تصير دفعة راجعة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000455_response,أكثر شي: توقيع ناقص، تاريخ مو مكتوب، رقم هوية غلط، أو عنوان مو واضح. بعد، إذا صورة المستندات مو واضحة أو ناقصة، يطلبون تعيدها.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000354_response,تواصل مع شركة الطيران فوراً من الكاونتر أو التطبيق عشان يعيدون حجزك على أقرب رحلة. واذا عندك حجوزات فندق/تنقلات، بلغهم بسرعة عشان تقلل الخسارة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001297_response,شيكي كاميرات المكان إذا متاح عن طريق الأمن، لأن هذا يبين إذا كانت منسية أو أحد شالها. وبعد، فعّلي تتبع الجهاز إذا عندك، وبلّغي الشرطة إذا في شبهة سرقة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000203_response,أول شي وقف البطاقة فوراً من التطبيق أو اتصل بخدمة العملاء عشان يقفلونها. عقبها قدم طلب إصدار بديلة وتأكد من آخر عملياتك إذا في شي مو معروف.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000547_response,جهّز لستة إنجازات بالأرقام، وأمثلة على سلوكيات/قيم الشركة، وأي feedback استلمته. وحط نقاطك: شنو تبي تطوره وشنو الدعم اللي تحتاجه. تبي قالب بسيط تكتب فيه هالنقاط؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000257_response,اغلب التطبيقات عندهم دفع بالبطاقة، Apple Pay، او محفظة داخل التطبيق. شيكي بعد خيار الدفع عند الاستلام بالبطاقة إذا موجود.,,
bahraini_sft_conversation_gen_cleaned_000175_response,إذا الطلب للحين ما انشحن ممكن نعدل أو نلغيه وتسويه من جديد. عطني رقم الطلب والمنتج اللي تبي تضيفه، وبأقول لك أفضل طريقة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000033_assistant_03,زين، جرّب تغيّر قناة الواي فاي لـ2.4 على 1 أو 6 أو 11، وخلي الـMode على b/g/n Auto. وبعدها سوي Restart للتلفون وجرّب Search من جديد.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000299_response,يعتمد على منطقتك بالضبط داخل المنامة وشنو نوع الاكل. شنو تفضل: برغر، مشاوي، ولا اكل بحريني؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000333_response,تقدرين تطلبينها وقت الحجز أو من خدمة العملاء حق شركة الطيران، ويفضل قبل الرحلة بـ 48 ساعة. يوم توصلين المطار روحي للكاونتر وبلغيهم عشان ينسقون لك مرافق.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000994_response,قول: أشكركم على الفرصة، بس حبيت أخبركم إني قبلت عرض ثاني وبأكنسل المقابلة. إذا يصير نتواصل مستقبلاً لأي فرص ثانية بكون ممتن/ة.,,
bahraini_sft_conversation_gen_cleaned_000385_response,جربه بالعصر أو آخر اليوم لأن الريل تنتفخ شوي، وخلك على جورب نفس اللي بتلبسه. لازم يكون في فراغ بسيط عند الأصابع وما يحك من الجنب. تبي للمشي ولا للجيم؟,,
bahraini_sft_conversation_gen_cleaned_001111_response,مو بهالبساطة؛ يعتمد على سبب الضرر ونوع التغطية. إذا ضرر بسبب غرق/سيول ممكن يحتاج بند خاص أو استثناءات. اطلب منهم الاستثناء مكتوب من الوثيقة عشان تتأكد.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000092_response,يعتمد على منطقتك وتوفر الخدمة. عطيني المدينة والفرع اللي تبيه (إذا عندك)، وبقول لك إذا نقدر نحولها لاستلام من المتجر.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000323_response,الـ power bank لازم يكون بالشنطة اليدوية مو بالشحن. وخله بكمية معقولة وقدرة مناسبة، وبعض الشركات تحط حد للـ Wh.,,
bahraini_sft_conversation_gen_cleaned_001247_response,ممكن تم تسجيلها قبل على نفس الحساب أو حساب ثاني بالغلط. عطني رقم الفاتورة وتاريخها، وبشيك لك وين انربطت. إذا كانت مو لك، نرفع بلاغ ونفصلها.,,
bahraini_sft_conversation_gen_cleaned_000286_response,تقدر تسوي طلب نقل، وبيتأكدون إذا التغطية موجودة بالعنوان اليديد. جهز رقم الحساب والعنوان بالتفصيل. الخدمة عندك فايبر ولا DSL/5G؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000313_assistant_03,تمام، بنرتب لك baby cot على الغرفة. في ملاحظة ثانية مثل ميكرويف أو تدفئة حليب؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000183_response,مرات يكون الاتصال 5G ضعيف أو البرج مزدحم، فيعطي أداء قريب من 4G. جرّب مكان قريب من الشباك، وخلي الشبكة 5G Auto، وسوي Speedtest بأوقات مختلفة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000270_assistant_03,اوكي، قدّمي الطلب وحددي “hard copy + stamp”، وبيطلع لج موعد استلام من شؤون الطلبة. خذي بطاقة الجامعة، وإذا يبونها بسرعة اكتبي ملاحظة إن عندج موعد بالسفارة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000376_assistant_03,اوكي، خل نبدل ترتيب المرضى ونحاول ندخلك أول ما تخلص الحالة اللي داخل. إذا تأخر أكثر من نص ساعة احتمال نحتاج نغير الموعد.,,
bahraini_sft_conversation_gen_cleaned_001147_response,أكيد بنحاول. قل لي أي وقت تقدرين تيين اليوم أو باچر، صباح ولا عصر؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000168_assistant_03,السكرينشوت ممتاز إذا فيه رقم مرجعي أو باركود. إذا ما فيه، جرّب تدخل الحساب وتشوف تاريخ التقديم وحالة الطلب، مرات الرقم يطلع تحت تفاصيل الطلب.,,
bahraini_sft_conversation_gen_cleaned_000844_response,إي عادة الرسوب ينحسب ضمن المعدل. وإذا أعدتها ونجحت، بعض الجامعات تحسب آخر درجة أو أفضل درجة حسب النظام. تبي أقول لك شنو المطبق عندكم؟ قول لي اسم الجامعة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001241_response,نقدر نحاول نقدّم لها أقرب فتحة. عطنا اسمها ورقمها، وشنو نوع الألم: تورم ولا بس وجع بالسن؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000322_assistant_03,اوكي، عطني اسمين الحجزين عشان أربطهم كملاحظة ونحاول نخليهم نفس الطابق.,,
bahraini_sft_conversation_gen_cleaned_001030_response,أكيد، بنثبتها غير مدخنين. وإذا تحب، أعطيك دور مخصص لغير المدخنين عشان تكون التجربة أريح.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000038_assistant_05,بدون كيبل يصير Repeater/WDS إذا يدعم، بس الأداء ينقص. إذا تبي شي ثابت، Mesh غالباً أحسن من راوترين منفصلين.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001229_response,اي نقدر نرتبهم ورا بعض إذا في فتحات. شنو الخدمات المطلوبة لكل واحد فيهم عشان نحدد مدة كل موعد؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000373_assistant_05,تم، نقلناه للسبت 11:30 الصبح. إذا تبي نرسل لك confirmation على الواتس، عطنا رقمك.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000037_assistant_03,اوكي، جرب تغيّر جودة الفيديو يدوي 720p وشوف. وإذا عنده Private DNS مفعل، طفيه أو حطه Automatic.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000249_assistant_05,بدّل جلدة السيفون أو الفلوتر، هذي غالباً رخيصة. وإذا ما انحل، استدعوا سباك لأن التسريب المستمر يرفع الفاتورة بشكل جنوني.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000325_response,خل الأدوية الأساسية باليدوي، ويفضل تكون بعلبتها الأصلية. إذا في شي سائل أو إبر، خذ معاك وصفة أو تقرير مختصر عشان لو سألوا.,,
bahraini_sft_conversation_gen_cleaned_000819_response,غالبا ينحسب بناء على استهلاك الماي، يعني إذا الماي زاد يزيد معاه الصرف. إذا ضبطت استهلاك الماي أو صلحت التسريب، بتشوف بند الصرف ينزل بعد.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000835_response,اي أقدر أشرح لك الخطوات. غالبًا تحتاج نموذج انسحاب، تسوية مالية، وبراءة ذمة من المكتبة والسكن إذا موجود، وبعدين يوقفون القيد رسميًا.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000361_response,اذا حجمها ضمن مقاسات اليدوي ومسموح بشركة الطيران، اي تمشي. إذا أكبر، يا تحجز لها مقعد إضافي أو تنشحن بكيز حماية؛ تقدر تتأكد من الشركة قبل لا تروح.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000951_response,اسأل: في باركنق للزوار؟ وإذا ممتلي شنو أقرب مكان أوقف فيه؟ وخليها بجملة: عشان أحسب وقت الوصول.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000110_response,إذا للحين بالتجهيز نقدر نبدل اللون لو متوفر بنفس السعر. عطيني رقم الطلب واللون الحالي واللون اللي تبيه.,,
bahraini_sft_conversation_gen_cleaned_001219_response,يختلف حسب جدول الاستبدال. قولي شنوع المكافأة اللي تقصدها (خصم مباشر ولا كوبون)، وبقول لك بالضبط كم نقطة، وإذا في خيارات أرخص أو أحسن.,,
bahraini_sft_conversation_gen_cleaned_000729_response,إذا في النظام يظهر “تم رفع المرفق” مع اسم الملف وحجمه، فهذا دليل. وبعض الأنظمة تعطيك “قائمة مرفقات” داخل الطلب. إذا ما يبين شي، صور شاشة الرفع واحفظها وراسل الدعم.,,
bahraini_sft_conversation_gen_cleaned_000604_response,أفهمك، إذا عندكم برنامج مساعدة موظفين نقدر نرتب لك جلسة بسرية، وإذا ما عندكم نساعدك بخيارات مناسبة. تبغي الموضوع يكون رسمي مع مديرك ولا تفضل أول شي بشكل خاص؟,,
bahraini_sft_conversation_gen_cleaned_000720_response,بعض الأنظمة ما تسمح بتعديل الموعد، لازم تلغي وتحجز من يديد. شيك إذا في زر “إلغاء الموعد” وبعدها احجز. إذا قلت لي اسم الخدمة، أقول لك وين بالضبط يكون الخيار.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001267_response,اسألي إمام المسجد أو القائمين عليه إذا عندهم صندوق مفقودات، ووصفي السبحة بدون مبالغة: لونها ونوع الحبة والخيط. وحاولي تسألين بعد الصلاة مباشرة لأن أغلب الناس تذكر المكان.,,
bahraini_sft_conversation_gen_cleaned_001321_response,روح لقسم الأمن/المفقودات في المستشفى وبلغهم بالقسم اللي كنت فيه ووقت المناوبة. ومر على غرف التمريض لأن مرات تنحط على جنب. عندها اسمك مكتوب عليها؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000777_response,نظّف الغطاء بحذر وشيل الأتربة اللي على الزجاج، واستخدم كشاف عشان تبين الأرقام. إذا الزجاج مخدوش أو القراءة مو واضحة، تقدر تطلب صيانة/استبدال غطاء أو فحص. لا تحاول تفتح العداد نفسه.,,
bahraini_sft_conversation_gen_cleaned_000076_response,على حسب توفر جهاز الدفع مع السايق. عطيني منطقتك وبأكد لك قبل ما نثبت الطلب، وإذا ما ضبط نقدر نخليها أونلاين.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000848_response,اكتب شكوتك بتاريخ ووقت ومكان اللي صار، وشنو تتوقع كحل، وقدّمها عبر نظام الشكاوى أو شؤون الطلبة. خلك محدد وهادئ عشان تنحل أسرع.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000909_response,يمكن التعرفة/الشريحة تغيرت أو في رسوم ثانية زادت، مو بس الاستهلاك. شيّك سعر الكيلوواط والبنود الإضافية. إذا ترسل رقم الاستهلاك والمبلغين (قبل/الحين) أوضح لك الاحتمال الأقرب.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000949_response,قول: اوكي شكراً، بس إذا ممكن نخليها الأسبوع الياي عشان أجهز وأرتب التزاماتي. متاح/ة يوم (..) أو (..)، شنو اللي يناسبكم؟,,
bahraini_sft_conversation_gen_cleaned_000971_response,نعم ممكن إذا في شاغر. قولي أي يوم بالضبط، وأي ساعة تناسبك بالعصر.,,
bahraini_sft_conversation_gen_cleaned_001115_response,ما في رقم ثابت للجميع، يعتمد على نوع الوثيقة وشروطها، بس كثرة المطالبات ممكن تأثر على التجديد والسعر. إذا تقول لي نوع التأمين (سيارة/صحي) أقول لك الشائع.,,
bahraini_sft_conversation_gen_cleaned_000307_response,فكرة ممتازة. من إعدادات الراوتر فعل Guest Network وخله باسورد مختلف وخله ما يوصل لأجهزة البيت (Isolation). إذا عندك Mesh بعد يدعمها. تبي الضيوف على 2.4GHz بس ولا الاثنين؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001010_response,اسأل الريسبشن يشيكون على الـ rate plan حقك إذا شامل breakfast. إذا مو شامل، شوف إذا في upgrade بسيط أو تشتريه يوم بيوم. بعد قول لهم إذا عندك حساسية أكل عشان يوجهونك.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000594_response,ممكن تكون طالعة نقل دولي بدون scans وسطية، أو في تحويل مسار. إذا هي Economy طبيعي يطول. بس إذا Express وعدّت 5-7 أيام بدون أي “Arrived” يفضل ترفع استفسار رسمي عند الشركة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000312_response,خذ سمك مشوي بتغليف مضبوط وخله يي مع ليمون وبهارات خفيفة. وبعد ما تخلص، خل الاكياس تنرمي مباشرة وحط معطر بسيط وتهوية.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000306_assistant_05,زين، ناطر الرابط.,,
bahraini_sft_conversation_gen_cleaned_000393_response,مو كل المحلات عندهم مطابقة أسعار، بس تقدر تسألهم بأدب وتوريهم السعر إذا كان رسمي ونفس الموديل والمقاس. إذا رفضوا، يمكن يعطونك بديل مثل نقاط أو خصم بسيط. عندك صورة للسعر الثاني؟,,
